cms_prescription_counts,provider_variables,npi
"{'BUSPIRONE HCL': 25, 'PAROXETINE HCL': 19, 'FLUOXETINE HCL': 16, 'ZOLPIDEM TARTRATE': 11, 'METHYLPHENIDATE HCL': 12}","{'settlement_type': 'urban', 'generic_rx_count': 83, 'specialty': 'Psychiatry', 'years_practicing': 5, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1962689638
"{'HUMALOG': 57, 'NOVOLOG MIX 70-30': 13, 'NOVOLIN N': 28, 'INSULIN SYRINGE': 12, 'NOVOLOG': 74, 'LEVEMIR FLEXPEN': 59, 'CRESTOR': 38, 'NOVOFINE': 11, 'LANTUS SOLOSTAR': 233, 'ATORVASTATIN CALCIUM': 22, 'BD ULTRA-FINE PEN NEEDLE': 59, 'HYDROCHLOROTHIAZIDE': 13, 'GLIMEPIRIDE': 177, 'LOVAZA': 21, 'ZETIA': 17, 'HUMALOG MIX 75-25': 27, 'METFORMIN HCL': 179, 'HUMULIN N': 14, 'ULTICARE': 13, 'LISINOPRIL': 24, 'JANUVIA': 38, 'GLIPIZIDE': 28, 'ESTRADIOL': 13, 'NOVOLIN R': 11, 'METHIMAZOLE': 81, 'CALCITRIOL': 31, 'HYDROCORTISONE': 36, 'PEN NEEDLES': 29, 'GLIPIZIDE XL': 16, 'METFORMIN HCL ER': 62, 'NOVOLOG FLEXPEN': 142, 'NOVOLOG MIX 70-30 FLEXPEN': 31, 'LANTUS': 79, 'SIMVASTATIN': 57, 'PRAVASTATIN SODIUM': 32, 'LEVOTHYROXINE SODIUM': 378, 'ANDROGEL': 20, 'ALENDRONATE SODIUM': 77, 'VICTOZA 2-PAK': 14, 'NOVOLIN 70-30': 25}","{'settlement_type': 'urban', 'generic_rx_count': 1226, 'specialty': 'Endocrinology, Diabetes & Metabolism', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 1065}",1982684817
{'PREMARIN': 14},"{'settlement_type': 'non-urban', 'generic_rx_count': 0, 'specialty': ""Women's Health Care, Ambulatory"", 'years_practicing': 6, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 14}",1972633212
"{'DILTIAZEM 24HR ER': 19, 'SIMVASTATIN': 101, 'DILTIAZEM 24HR CD': 36, 'XARELTO': 11, 'NIASPAN': 11, 'ENALAPRIL MALEATE': 11, 'JANTOVEN': 93, 'TRANDOLAPRIL': 12, 'WARFARIN SODIUM': 198, 'PRADAXA': 14, 'ATORVASTATIN CALCIUM': 29, 'HYDROCHLOROTHIAZIDE': 21, 'KLOR-CON M20': 14, 'TERAZOSIN HCL': 20, 'FENOFIBRATE': 13, 'METOPROLOL TARTRATE': 51, 'ZOLPIDEM TARTRATE': 12, 'METOPROLOL SUCCINATE': 28, 'ISOSORBIDE MONONITRATE ER': 37, 'AMIODARONE HCL': 22, 'CLOPIDOGREL': 105, 'BENAZEPRIL HCL': 26, 'AMLODIPINE BESYLATE': 43, 'TRIAMTERENE-HCTZ': 23, 'ATENOLOL': 16, 'PROPAFENONE HCL': 29, 'DIGOX': 22, 'CARVEDILOL': 92, 'VERAPAMIL ER': 20, 'RAMIPRIL': 29, 'POTASSIUM CHLORIDE': 23, 'FUROSEMIDE': 40, 'TEMAZEPAM': 17, 'SOTALOL': 27, 'NITROSTAT': 29, 'PRAVASTATIN SODIUM': 31}","{'settlement_type': 'urban', 'generic_rx_count': 1131, 'specialty': 'Cardiovascular Disease', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 194}",1144280918
"{'CLOPIDOGREL': 23, 'LANTUS SOLOSTAR': 26, 'RANITIDINE HCL': 36, 'FENOFIBRATE': 17, 'PROAIR HFA': 11, 'TRAZODONE HCL': 11, 'CITALOPRAM HBR': 18, 'LISINOPRIL': 54, 'GUANFACINE HCL': 13, 'OMEPRAZOLE': 29, 'IBUPROFEN': 12, 'QUETIAPINE FUMARATE': 14, 'AMLODIPINE BESYLATE': 12, 'ATORVASTATIN CALCIUM': 42, 'GLIMEPIRIDE': 14, 'GABAPENTIN': 37, 'TRAMADOL HCL': 26, 'ADVAIR DISKUS': 26, 'LEVOTHYROXINE SODIUM': 44, 'FUROSEMIDE': 16, 'AZITHROMYCIN': 14, 'METFORMIN HCL': 53, 'PROPRANOLOL HCL': 12, 'TOPIRAMATE': 17}","{'settlement_type': 'urban', 'generic_rx_count': 514, 'specialty': 'Family', 'years_practicing': 1, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 63}",1992064463
"{'AMOXICILLIN': 20, 'IBUPROFEN': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 33, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 0}",1871703926
"{'OMEPRAZOLE': 65, 'POLYETHYLENE GLYCOL 3350': 12, 'CLARITHROMYCIN': 23, 'AMOXICILLIN': 22, 'ZATEAN-PN': 11, 'PRENATAL PLUS': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 122, 'specialty': 'Adult Health', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 22}",1285799049
"{'CARBIDOPA-LEVODOPA': 229, 'OXCARBAZEPINE': 22, 'CLONAZEPAM': 67, 'TRIHEXYPHENIDYL HCL': 16, 'ESCITALOPRAM OXALATE': 13, 'AMPYRA': 14, 'NAMENDA': 325, 'LEVETIRACETAM': 122, 'AZILECT': 26, 'ENTACAPONE': 24, 'VIMPAT': 25, 'ROPINIROLE HCL': 25, 'CITALOPRAM HBR': 35, 'COPAXONE': 21, 'ZOLPIDEM TARTRATE': 28, 'CARBIDOPA-LEVODOPA ER': 93, 'BACLOFEN': 47, 'PRAMIPEXOLE DIHYDROCHLORIDE': 69, 'DIVALPROEX SODIUM': 20, 'GILENYA': 12, 'PRIMIDONE': 23, 'LORAZEPAM': 18, 'QUETIAPINE FUMARATE': 13, 'GABAPENTIN': 322, 'RIVASTIGMINE': 21, 'DONEPEZIL HCL': 226, 'PREDNISONE': 20, 'DIVALPROEX SODIUM ER': 25, 'SERTRALINE HCL': 21, 'AMANTADINE': 14, 'EXELON': 25, 'PHENYTOIN SODIUM EXTENDED': 39, 'LAMOTRIGINE': 19, 'LYRICA': 36, 'ALPRAZOLAM': 16, 'TOPIRAMATE': 85}","{'settlement_type': 'urban', 'generic_rx_count': 1672, 'specialty': 'Neurology', 'years_practicing': 8, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 484}",1215927736
"{'PREMPRO': 20, 'PRAVASTATIN SODIUM': 13, 'LEVOTHYROXINE SODIUM': 30, 'ALENDRONATE SODIUM': 11, 'EVISTA': 44, 'PREMARIN': 30}","{'settlement_type': 'non-urban', 'generic_rx_count': 54, 'specialty': 'Reproductive Endocrinology', 'years_practicing': 8, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 94}",1407838535
"{'AMOXICILLIN': 26, 'SF': 20}","{'settlement_type': 'non-urban', 'generic_rx_count': 26, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 20}",1922136886
"{'AMOXICILLIN': 26, 'CHLORHEXIDINE GLUCONATE': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 39, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1205047180
"{'LEVOCARNITINE': 22, 'CARBIDOPA-LEVODOPA': 12, 'PRIMIDONE': 13, 'MODAFINIL': 11, 'LEVETIRACETAM': 11, 'TOPIRAMATE': 24}","{'settlement_type': 'urban', 'generic_rx_count': 93, 'specialty': 'Neurology', 'years_practicing': 7, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1558333005
{'ALYACEN': 13},"{'settlement_type': 'non-urban', 'generic_rx_count': 0, 'specialty': ""Women's Health"", 'years_practicing': 5, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 13}",1407033392
"{'OLANZAPINE': 12, 'CLONAZEPAM': 13}","{'settlement_type': 'urban', 'generic_rx_count': 25, 'specialty': 'Psych/Mental Health', 'years_practicing': 3, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1275840712
"{'NORVIR': 18, 'REYATAZ': 24, 'ISENTRESS': 32, 'PRAVASTATIN SODIUM': 13, 'TRUVADA': 33, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 21, 'EPZICOM': 20, 'ATRIPLA': 27, 'AMLODIPINE BESYLATE-BENAZEPRIL': 13, 'KALETRA': 43, 'LISINOPRIL': 11, 'VANCOMYCIN HCL': 14}","{'settlement_type': 'urban', 'generic_rx_count': 72, 'specialty': 'Infectious Disease', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 197}",1831252600
"{'VESICARE': 43, 'SIMVASTATIN': 446, 'FAMOTIDINE': 26, 'ENALAPRIL MALEATE': 24, 'HYDRALAZINE HCL': 56, 'LANTUS SOLOSTAR': 89, 'NAPROXEN': 58, 'PIOGLITAZONE HCL': 43, 'LEVOTHYROXINE SODIUM': 322, 'TERAZOSIN HCL': 14, 'BENICAR HCT': 28, 'AMITIZA': 15, 'METFORMIN HCL': 357, 'CEFDINIR': 17, 'CITALOPRAM HBR': 65, 'BENAZEPRIL HCL': 19, 'BD ULTRA-FINE PEN NEEDLE': 72, 'ZOLPIDEM TARTRATE': 163, 'LOSARTAN POTASSIUM': 306, 'LANTUS': 50, 'ZETIA': 23, 'SYMBICORT': 30, 'PANTOPRAZOLE SODIUM': 51, 'POTASSIUM CHLORIDE': 31, 'ONGLYZA': 17, 'ALENDRONATE SODIUM': 139, 'CLONIDINE HCL': 28, 'BYSTOLIC': 41, 'SPIRONOLACTONE': 28, 'BENICAR': 50, 'CEPHALEXIN': 13, 'NAMENDA': 15, 'NEXIUM': 100, 'GLIPIZIDE': 71, 'PAROXETINE HCL': 17, 'COLCRYS': 12, 'MIRTAZAPINE': 63, 'AVODART': 23, 'CYMBALTA': 38, 'OXYBUTYNIN CHLORIDE': 16, 'GLYBURIDE': 71, 'TRILIPIX': 75, 'METOPROLOL TARTRATE': 108, 'TEMAZEPAM': 13, 'HUMALOG': 33, 'WELCHOL': 69, 'ALLOPURINOL': 22, 'IBUPROFEN': 55, 'CLOPIDOGREL': 112, 'GLIPIZIDE XL': 15, 'SPIRIVA': 17, 'NOVOLOG FLEXPEN': 35, 'BUPROPION XL': 13, 'MELOXICAM': 68, 'DETROL LA': 14, 'VENLAFAXINE HCL ER': 23, 'GLYBURIDE-METFORMIN HCL': 59, 'GLIPIZIDE-METFORMIN': 39, 'AZITHROMYCIN': 75, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 133, 'CELEBREX': 29, 'CLONAZEPAM': 20, 'INSULIN SYRINGE': 22, 'JALYN': 27, 'FINASTERIDE': 22, 'TRAMADOL HCL-ACETAMINOPHEN': 110, 'LOVAZA': 39, 'WARFARIN SODIUM': 22, 'ESCITALOPRAM OXALATE': 23, 'HYDROCODONE-ACETAMINOPHEN': 159, 'POLYETHYLENE GLYCOL 3350': 20, 'DOXAZOSIN MESYLATE': 17, 'FENOFIBRATE': 14, 'TRADJENTA': 16, 'HUMALOG MIX 75-25': 13, 'PROAIR HFA': 55, 'NASONEX': 64, 'CARBAMAZEPINE': 24, 'METOPROLOL SUCCINATE': 156, 'VOLTAREN': 23, 'SERTRALINE HCL': 69, 'OMEPRAZOLE': 229, 'AMITRIPTYLINE HCL': 11, 'LYRICA': 19, 'AMLODIPINE BESYLATE': 151, 'CARVEDILOL': 176, 'PREDNISONE': 35, 'METFORMIN HCL ER': 36, 'MECLIZINE HCL': 38, 'GLIPIZIDE ER': 19, 'ENABLEX': 21, 'RAMIPRIL': 12, 'SYNTHROID': 47, 'FUROSEMIDE': 92, 'TRAMADOL HCL': 85, 'LOVASTATIN': 11, 'LISINOPRIL': 523, 'DIOVAN HCT': 19, 'TRIAMCINOLONE ACETONIDE': 59, 'ADVAIR DISKUS': 29, 'EXELON': 18, 'ZOSTAVAX': 16, 'NIASPAN': 23, 'LEVEMIR FLEXPEN': 61, 'ACTONEL': 24, 'DEXILANT': 43, 'ATORVASTATIN CALCIUM': 189, 'EXFORGE': 12, 'HYDROCHLOROTHIAZIDE': 98, 'DIOVAN': 90, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 106, 'CRESTOR': 134, 'AMLODIPINE BESYLATE-BENAZEPRIL': 36, 'FLUTICASONE PROPIONATE': 57, 'DICYCLOMINE HCL': 20, 'JANUVIA': 30, 'QUETIAPINE FUMARATE': 15, 'DONEPEZIL HCL': 38, 'TAMSULOSIN HCL': 72, 'GLIMEPIRIDE': 77, 'GABAPENTIN': 150, 'CIPROFLOXACIN HCL': 22, 'ATENOLOL': 22, 'PRAVASTATIN SODIUM': 55, 'ALPRAZOLAM': 129, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 32, 'AZELASTINE HCL': 13, 'MONTELUKAST SODIUM': 67}","{'settlement_type': 'non-urban', 'generic_rx_count': 6588, 'specialty': 'Adult Medicine', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 1776}",1508804618
"{'FLUOXETINE HCL': 12, 'CLONAZEPAM': 20, 'OXYCODONE HCL-ACETAMINOPHEN': 19, 'MIRTAZAPINE': 13, 'OXYCODONE HCL': 13, 'CYMBALTA': 12, 'TRAZODONE HCL': 15, 'ZOLPIDEM TARTRATE': 48, 'CARISOPRODOL': 59, 'MORPHINE SULFATE ER': 30, 'LIDODERM': 18, 'TIZANIDINE HCL': 14, 'LYRICA': 31, 'OXYMORPHONE HCL ER': 15, 'OXYCONTIN': 17, 'HYDROCODONE-ACETAMINOPHEN': 170, 'FENTANYL': 19, 'GABAPENTIN': 66, 'BUPROPION XL': 12, 'ACETAMINOPHEN-CODEINE': 15, 'EXALGO': 11, 'MAXALT': 14}","{'settlement_type': 'non-urban', 'generic_rx_count': 540, 'specialty': 'Pain Medicine', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 103}",1174630453
{'AMOXICILLIN': 15},"{'settlement_type': 'non-urban', 'generic_rx_count': 15, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1396806972
"{'CLONAZEPAM': 14, 'FAMOTIDINE': 17, 'PERPHENAZINE': 12, 'ATORVASTATIN CALCIUM': 15, 'NAPROXEN': 19, 'OLANZAPINE ODT': 15, 'HALOPERIDOL DECANOATE': 15, 'ADVAIR DISKUS': 13, 'RISPERDAL CONSTA': 12, 'BENZTROPINE MESYLATE': 45, 'METFORMIN HCL': 14, 'TRAZODONE HCL': 21, 'CARBAMAZEPINE': 23, 'DIVALPROEX SODIUM': 18, 'CLOZAPINE': 355, 'LORAZEPAM': 19, 'QUETIAPINE FUMARATE': 13, 'OLANZAPINE': 15, 'RISPERIDONE': 39, 'SPIRIVA': 18, 'SERTRALINE HCL': 12, 'SIMVASTATIN': 18, 'DETROL LA': 19, 'LISINOPRIL': 16, 'HALOPERIDOL': 32, 'LITHIUM CARBONATE': 47, 'LAMOTRIGINE': 24, 'INVEGA SUSTENNA': 16, 'PROPRANOLOL HCL': 22, 'LEVOTHYROXINE SODIUM': 21}","{'settlement_type': 'urban', 'generic_rx_count': 861, 'specialty': 'Psychiatry', 'years_practicing': 3, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 78}",1437476488
"{'OXYCONTIN': 59, 'METHADONE HCL': 44, 'MORPHINE SULFATE ER': 134, 'DIAZEPAM': 53, 'TRAMADOL HCL-ACETAMINOPHEN': 27, 'OXYCODONE HCL': 54, 'MORPHINE SULFATE': 25, 'CYMBALTA': 44, 'PENTAZOCINE-NALOXONE HCL': 12, 'HYDROCODONE-ACETAMINOPHEN': 3027, 'LIDODERM': 62, 'CELEBREX': 16, 'TRAZODONE HCL': 13, 'OPANA ER': 14, 'MELOXICAM': 44, 'TEMAZEPAM': 55, 'BACLOFEN': 77, 'LIDOCAINE': 19, 'TIZANIDINE HCL': 222, 'AMITRIPTYLINE HCL': 17, 'LYRICA': 104, 'ZOLPIDEM TARTRATE': 38, 'ONDANSETRON HCL': 14, 'CYCLOBENZAPRINE HCL': 315, 'FENTANYL': 83, 'GABAPENTIN': 403, 'ACETAMINOPHEN-CODEINE': 20, 'BUTORPHANOL TARTRATE': 27, 'METHOCARBAMOL': 173, 'OXYCODONE HCL-ACETAMINOPHEN': 117, 'CARISOPRODOL': 41, 'HYDROMORPHONE HCL': 44, 'TRAMADOL HCL': 264, 'PROMETHAZINE HCL': 35, 'ASCOMP WITH CODEINE': 12, 'ALPRAZOLAM': 28, 'BUTRANS': 63}","{'settlement_type': 'non-urban', 'generic_rx_count': 5425, 'specialty': 'Pain Medicine', 'years_practicing': 7, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 374}",1104861020
{'AMOXICILLIN': 16},"{'settlement_type': 'non-urban', 'generic_rx_count': 16, 'specialty': 'General Practice', 'years_practicing': 5, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1346497278
"{'CEPHALEXIN': 23, 'AMOXICILLIN': 33}","{'settlement_type': 'urban', 'generic_rx_count': 56, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1083794044
"{'MELOXICAM': 20, 'CICLOPIROX': 184, 'CLOTRIMAZOLE': 22, 'SODIUM CHLORIDE': 12, 'AMMONIUM LACTATE': 127, 'CLOTRIMAZOLE-BETAMETHASONE': 38, 'METHYLPREDNISOLONE': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 416, 'specialty': 'Foot & Ankle Surgery', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1033108535
{'AMOXICILLIN': 20},"{'settlement_type': 'non-urban', 'generic_rx_count': 20, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1831210343
"{'CEFADROXIL': 13, 'ISENTRESS': 12, 'VIREAD': 12, 'KALETRA': 12}","{'settlement_type': 'non-urban', 'generic_rx_count': 13, 'specialty': 'Infectious Disease', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 36}",1366413155
{'AMOXICILLIN': 16},"{'settlement_type': 'urban', 'generic_rx_count': 16, 'specialty': 'General Practice', 'years_practicing': 5, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1386893097
{'AMOXICILLIN': 24},"{'settlement_type': 'non-urban', 'generic_rx_count': 24, 'specialty': 'General Practice', 'years_practicing': 1, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1699010116
"{'AMOXICILLIN': 17, 'PENICILLIN V POTASSIUM': 15}","{'settlement_type': 'non-urban', 'generic_rx_count': 32, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1619152345
"{'SIMVASTATIN': 20, 'COREG CR': 16, 'XARELTO': 44, 'CRESTOR': 23, 'FOSINOPRIL SODIUM': 16, 'ISOSORBIDE MONONITRATE ER': 187, 'WARFARIN SODIUM': 69, 'RANEXA': 20, 'ATORVASTATIN CALCIUM': 53, 'HYDROCHLOROTHIAZIDE': 73, 'KLOR-CON M20': 24, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 26, 'TEKTURNA': 15, 'METOPROLOL TARTRATE': 130, 'AMLODIPINE BESYLATE-BENAZEPRIL': 28, 'CARVEDILOL': 167, 'BYSTOLIC': 16, 'EXFORGE HCT': 14, 'DIOVAN': 25, 'MINOXIDIL': 24, 'DILT-XR': 12, 'FUROSEMIDE': 117, 'AMLODIPINE BESYLATE': 124, 'ZETIA': 41, 'LOSARTAN POTASSIUM': 42, 'NITROSTAT': 52, 'DIGOX': 42, 'ATENOLOL': 15, 'DILTIAZEM 24HR CD': 14, 'POTASSIUM CHLORIDE': 25, 'CLOPIDOGREL': 129, 'DIGOXIN': 19, 'TORSEMIDE': 15, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 11, 'METOPROLOL SUCCINATE': 106, 'SPIRONOLACTONE': 86, 'LOVASTATIN': 11, 'LISINOPRIL': 123, 'BENICAR': 15}","{'settlement_type': 'non-urban', 'generic_rx_count': 1630, 'specialty': 'Cardiovascular Disease', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 359}",1740254820
"{'PRAZOSIN HCL': 20, 'CLONAZEPAM': 18, 'ENALAPRIL MALEATE': 13, 'GABAPENTIN': 35, 'SPIRIVA': 47, 'ESCITALOPRAM OXALATE': 22, 'HYDROCHLOROTHIAZIDE': 66, 'GEMFIBROZIL': 11, 'LEVOTHYROXINE SODIUM': 47, 'ADVAIR DISKUS': 27, 'LOVAZA': 19, 'PROAIR HFA': 38, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 16, 'GLIPIZIDE': 13, 'OMEPRAZOLE': 89, 'CRESTOR': 16, 'QUETIAPINE FUMARATE': 13, 'OLANZAPINE': 27, 'BUPROPION HCL SR': 26, 'MELOXICAM': 23, 'FLUTICASONE PROPIONATE': 40, 'LANTUS': 11, 'METHOCARBAMOL': 21, 'FUROSEMIDE': 25, 'ALENDRONATE SODIUM': 21, 'TRAMADOL HCL': 41, 'COMBIVENT': 15, 'ZALEPLON': 11, 'ABILIFY': 42, 'LISINOPRIL': 103, 'SIMVASTATIN': 59, 'BUSPIRONE HCL': 20, 'HYDROXYZINE PAMOATE': 15, 'FLUOXETINE HCL': 24, 'PAROXETINE HCL': 24, 'MIRTAZAPINE': 15, 'RANITIDINE HCL': 43, 'ATORVASTATIN CALCIUM': 27, 'OXYBUTYNIN CHLORIDE': 20, 'CITALOPRAM HBR': 51, 'BENZTROPINE MESYLATE': 29, 'DICLOFENAC SODIUM': 15, 'TRAZODONE HCL': 22, 'ZOLPIDEM TARTRATE': 21, 'DIVALPROEX SODIUM ER': 15, 'METOPROLOL SUCCINATE': 13, 'VALACYCLOVIR': 11, 'IBUPROFEN': 28, 'LORAZEPAM': 29, 'RISPERIDONE': 75, 'CYCLOBENZAPRINE HCL': 21, 'LOVASTATIN': 73, 'SERTRALINE HCL': 22, 'ATENOLOL': 24, 'CARVEDILOL': 22, 'VENLAFAXINE HCL ER': 12, 'VENLAFAXINE HCL': 17, 'HYDROXYZINE HCL': 17, 'AMLODIPINE BESYLATE': 33, 'METFORMIN HCL': 58, 'LAMOTRIGINE': 15, 'PREMARIN': 11}","{'settlement_type': 'urban', 'generic_rx_count': 1571, 'specialty': 'Medical', 'years_practicing': 4, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 226}",1699000224
"{'GABAPENTIN': 17, 'CYMBALTA': 30, 'FLUOXETINE HCL': 12, 'NEXIUM': 11, 'BUPROPION HCL': 41, 'MIRTAZAPINE': 27, 'LISINOPRIL': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 108, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 41}",1649352337
"{'AMOXICILLIN': 12, 'HYDROCODONE-ACETAMINOPHEN': 19}","{'settlement_type': 'urban', 'generic_rx_count': 31, 'specialty': 'General Practice', 'years_practicing': 2, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1306114830
{'AMOXICILLIN': 55},"{'settlement_type': 'non-urban', 'generic_rx_count': 55, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1407889223
"{'HYDROCODONE-ACETAMINOPHEN': 43, 'ALPRAZOLAM': 12, 'FENTANYL': 24}","{'settlement_type': 'urban', 'generic_rx_count': 79, 'specialty': 'Family', 'years_practicing': 6, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1154529824
"{'PEG-3350 AND ELECTROLYTES': 64, 'OMEPRAZOLE': 142, 'CREON': 15, 'METOCLOPRAMIDE HCL': 117, 'NEXIUM': 26, 'CHOLESTYRAMINE': 11, 'FAMOTIDINE': 26, 'CIPROFLOXACIN HCL': 16, 'POLYETHYLENE GLYCOL 3350': 20, 'PANTOPRAZOLE SODIUM': 36, 'URSODIOL': 18, 'METRONIDAZOLE': 20, 'GAVILYTE-G': 24, 'SUCRALFATE': 47, 'CLONAZEPAM': 32}","{'settlement_type': 'non-urban', 'generic_rx_count': 549, 'specialty': 'Gastroenterology', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 65}",1013001924
"{'ATOVAQUONE-PROGUANIL HCL': 46, 'CIPROFLOXACIN HCL': 58}","{'settlement_type': 'non-urban', 'generic_rx_count': 104, 'specialty': 'Infectious Disease', 'years_practicing': 8, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1285636654
"{'BRILINTA': 14, 'CLOPIDOGREL': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 13, 'specialty': 'Adult Health', 'years_practicing': 5, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 14}",1427203009
"{'FLUOXETINE HCL': 11, 'QUETIAPINE FUMARATE': 12, 'RISPERIDONE': 11, 'BENZTROPINE MESYLATE': 16, 'BUPROPION HCL SR': 11, 'MIRTAZAPINE': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 72, 'specialty': 'Psychiatry', 'years_practicing': 5, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 0}",1437318003
"{'AMOXICILLIN': 29, 'CHLORHEXIDINE GLUCONATE': 25}","{'settlement_type': 'urban', 'generic_rx_count': 54, 'specialty': 'Prosthodontics', 'years_practicing': 6, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1740400951
{'HYDROCODONE-ACETAMINOPHEN': 13},"{'settlement_type': 'urban', 'generic_rx_count': 13, 'specialty': 'Foot & Ankle Surgery', 'years_practicing': 2, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1952608077
"{'VOLTAREN': 15, 'NAPROXEN': 12, 'SIMVASTATIN': 11, 'HYDROCHLOROTHIAZIDE': 19, 'LEVOTHYROXINE SODIUM': 19, 'CLOPIDOGREL': 15, 'AMLODIPINE BESYLATE': 14, 'METFORMIN HCL': 18, 'CRESTOR': 12, 'FLUTICASONE PROPIONATE': 24, 'LISINOPRIL': 21}","{'settlement_type': 'non-urban', 'generic_rx_count': 153, 'specialty': 'Family', 'years_practicing': 3, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 27}",1477869451
